Transaction,Year,Month,Day,Hour,Minute,Second,Symbol,Price,Shares,Total
SELL,0,0,45,0,0,0.000,XOM,1.15,72,82.80
BUY,0,0,47,0,0,0.000,XOM,1.12,106,118.72
BUY,0,0,48,0,0,0.000,XOM,1.11,36,39.96
SELL,0,0,51,0,0,0.000,XOM,1.13,74,83.62
BUY,0,0,52,0,0,0.000,XOM,1.12,36,40.32
SELL,0,0,53,0,0,0.000,XOM,1.14,73,83.22
SELL,0,0,54,0,0,0.000,XOM,1.15,36,41.40
BUY,0,0,55,0,0,0.000,XOM,1.13,71,80.23
BUY,0,0,56,0,0,0.000,XOM,1.12,36,40.32
BUY,0,0,57,0,0,0.000,XOM,1.10,73,80.30
BUY,0,0,58,0,0,0.000,XOM,1.09,37,40.33
SELL,0,0,59,0,0,0.000,XOM,1.10,37,40.70
SELL,0,0,60,0,0,0.000,XOM,1.11,37,41.07
BUY,0,0,61,0,0,0.000,XOM,1.10,37,40.70
SELL,0,0,62,0,0,0.000,XOM,1.13,113,127.69
BUY,0,0,63,0,0,0.000,XOM,1.11,73,81.03
SELL,0,0,64,0,0,0.000,XOM,1.12,37,41.44
BUY,0,0,65,0,0,0.000,XOM,1.10,74,81.40
BUY,0,0,67,0,0,0.000,XOM,1.07,113,120.91
SELL,0,0,68,0,0,0.000,XOM,1.09,77,83.93
SELL,0,0,69,0,0,0.000,XOM,1.12,115,128.80
SELL,0,0,71,0,0,0.000,XOM,1.13,37,41.81
BUY,0,0,72,0,0,0.000,XOM,1.11,74,82.14
BUY,0,0,73,0,0,0.000,XOM,1.10,37,40.70
BUY,0,0,74,0,0,0.000,XOM,1.09,38,41.42
BUY,0,0,75,0,0,0.000,XOM,1.08,38,41.04
SELL,0,0,76,0,0,0.000,XOM,1.09,38,41.42
BUY,0,0,77,0,0,0.000,XOM,1.08,38,41.04
SELL,0,0,81,0,0,0.000,XOM,1.09,39,42.51
BUY,0,0,82,0,0,0.000,XOM,1.07,77,82.39
BUY,0,0,84,0,0,0.000,XOM,1.06,39,41.34
SELL,0,0,86,0,0,0.000,XOM,1.07,39,41.73
BUY,0,0,89,0,0,0.000,XOM,1.06,39,41.34
BUY,0,0,91,0,0,0.000,XOM,1.05,40,42.00
SELL,0,0,92,0,0,0.000,XOM,1.07,80,85.60
SELL,0,0,93,0,0,0.000,XOM,1.08,39,42.12
SELL,0,0,97,0,0,0.000,XOM,1.09,39,42.51
BUY,0,0,98,0,0,0.000,XOM,1.07,78,83.46
SELL,0,0,99,0,0,0.000,XOM,1.08,39,42.12
BUY,0,0,100,0,0,0.000,XOM,1.07,39,41.73
SELL,0,0,101,0,0,0.000,XOM,1.08,40,43.20
BUY,0,0,102,0,0,0.000,XOM,1.07,39,41.73
BUY,0,0,103,0,0,0.000,XOM,1.05,80,84.00
BUY,0,0,105,0,0,0.000,XOM,1.03,82,84.46
SELL,0,0,106,0,0,0.000,XOM,1.04,41,42.64
SELL,0,0,108,0,0,0.000,XOM,1.06,83,87.98
BUY,0,0,109,0,0,0.000,XOM,1.05,40,42.00
BUY,0,0,111,0,0,0.000,XOM,1.04,41,42.64
SELL,0,0,113,0,0,0.000,XOM,1.08,167,180.36
SELL,0,0,114,0,0,0.000,XOM,1.09,40,43.60
BUY,0,0,115,0,0,0.000,XOM,1.07,80,85.60
BUY,0,0,116,0,0,0.000,XOM,1.05,82,86.10
SELL,0,0,120,0,0,0.000,XOM,1.06,42,44.52
SELL,0,0,121,0,0,0.000,XOM,1.08,83,89.64
BUY,0,0,122,0,0,0.000,XOM,1.07,41,43.87
SELL,0,0,123,0,0,0.000,XOM,1.08,41,44.28
SELL,0,0,124,0,0,0.000,XOM,1.09,41,44.69
SELL,0,0,125,0,0,0.000,XOM,1.10,40,44.00
BUY,0,0,126,0,0,0.000,XOM,1.09,40,43.60
SELL,0,0,127,0,0,0.000,XOM,1.10,40,44.00
BUY,0,0,128,0,0,0.000,XOM,1.09,40,43.60
SELL,0,0,129,0,0,0.000,XOM,1.14,204,232.56
BUY,0,0,130,0,0,0.000,XOM,1.13,39,44.07
SELL,0,0,131,0,0,0.000,XOM,1.14,39,44.46
BUY,0,0,133,0,0,0.000,XOM,1.13,39,44.07
BUY,0,0,134,0,0,0.000,XOM,1.12,39,43.68
SELL,0,0,135,0,0,0.000,XOM,1.13,39,44.07
BUY,0,0,136,0,0,0.000,XOM,1.12,39,43.68
BUY,0,0,137,0,0,0.000,XOM,1.11,39,43.29
BUY,0,0,139,0,0,0.000,XOM,1.10,40,44.00
BUY,0,0,140,0,0,0.000,XOM,1.09,40,43.60
SELL,0,0,142,0,0,0.000,XOM,1.11,82,91.02
SELL,0,0,143,0,0,0.000,XOM,1.12,40,44.80
BUY,0,0,145,0,0,0.000,XOM,1.11,40,44.40
BUY,0,0,148,0,0,0.000,XOM,1.10,40,44.00
SELL,0,0,149,0,0,0.000,XOM,1.11,40,44.40
BUY,0,0,151,0,0,0.000,XOM,1.10,40,44.00
BUY,0,0,152,0,0,0.000,XOM,1.08,81,87.48
SELL,0,0,153,0,0,0.000,XOM,1.09,41,44.69
SELL,0,0,154,0,0,0.000,XOM,1.11,82,91.02
SELL,0,0,155,0,0,0.000,XOM,1.12,40,44.80
SELL,0,0,156,0,0,0.000,XOM,1.15,120,138.00
BUY,0,0,157,0,0,0.000,XOM,1.13,78,88.14
SELL,0,0,163,0,0,0.000,XOM,1.15,79,90.85
SELL,0,0,166,0,0,0.000,XOM,1.16,38,44.08
SELL,0,0,167,0,0,0.000,XOM,1.17,38,44.46
BUY,0,0,168,0,0,0.000,XOM,1.16,38,44.08
BUY,0,0,169,0,0,0.000,XOM,1.15,38,43.70
SELL,0,0,170,0,0,0.000,XOM,1.16,38,44.08
BUY,0,0,171,0,0,0.000,XOM,1.15,38,43.70
BUY,0,0,173,0,0,0.000,XOM,1.14,38,43.32
SELL,0,0,174,0,0,0.000,XOM,1.15,39,44.85
BUY,0,0,175,0,0,0.000,XOM,1.13,77,87.01
BUY,0,0,176,0,0,0.000,XOM,1.10,118,129.80
BUY,0,0,177,0,0,0.000,XOM,1.09,40,43.60
BUY,0,0,181,0,0,0.000,XOM,1.07,81,86.67
SELL,0,0,182,0,0,0.000,XOM,1.09,83,90.47
BUY,0,0,183,0,0,0.000,XOM,1.08,40,43.20
BUY,0,0,185,0,0,0.000,XOM,1.06,82,86.92
BUY,0,0,186,0,0,0.000,XOM,1.04,83,86.32
SELL,0,0,187,0,0,0.000,XOM,1.05,42,44.10
SELL,0,0,188,0,0,0.000,XOM,1.08,126,136.08
SELL,0,0,189,0,0,0.000,XOM,1.11,123,136.53
BUY,0,0,190,0,0,0.000,XOM,1.09,80,87.20
BUY,0,0,191,0,0,0.000,XOM,1.05,162,170.10
BUY,0,0,193,0,0,0.000,XOM,1.04,42,43.68
BUY,0,0,194,0,0,0.000,XOM,1.03,42,43.26
SELL,0,0,195,0,0,0.000,XOM,1.04,43,44.72
BUY,0,0,196,0,0,0.000,XOM,1.02,85,86.70
BUY,0,0,198,0,0,0.000,XOM,1.00,87,87.00
BUY,0,0,199,0,0,0.000,XOM,0.99,44,43.56
SELL,0,0,200,0,0,0.000,XOM,1.02,134,136.68
SELL,0,0,201,0,0,0.000,XOM,1.03,43,44.29
BUY,0,0,203,0,0,0.000,XOM,1.01,86,86.86
SELL,0,0,204,0,0,0.000,XOM,1.03,87,89.61
BUY,0,0,205,0,0,0.000,XOM,1.01,86,86.86
SELL,0,0,210,0,0,0.000,XOM,1.02,44,44.88
BUY,0,0,211,0,0,0.000,XOM,1.01,43,43.43
BUY,0,0,212,0,0,0.000,XOM,0.99,88,87.12
SELL,0,0,213,0,0,0.000,XOM,1.00,44,44.00
BUY,0,0,214,0,0,0.000,XOM,0.99,44,43.56
SELL,0,0,215,0,0,0.000,XOM,1.00,44,44.00
SELL,0,0,216,0,0,0.000,XOM,1.01,44,44.44
BUY,0,0,219,0,0,0.000,XOM,0.99,88,87.12
SELL,0,0,221,0,0,0.000,XOM,1.00,45,45.00
SELL,0,0,222,0,0,0.000,XOM,1.01,44,44.44
BUY,0,0,224,0,0,0.000,XOM,1.00,44,44.00
SELL,0,0,225,0,0,0.000,XOM,1.01,44,44.44
SELL,0,0,226,0,0,0.000,XOM,1.03,88,90.64
SELL,0,0,227,0,0,0.000,XOM,1.04,43,44.72
BUY,0,0,228,0,0,0.000,XOM,1.03,43,44.29
BUY,0,0,229,0,0,0.000,XOM,1.02,43,43.86
SELL,0,0,230,0,0,0.000,XOM,1.03,44,45.32
BUY,0,0,232,0,0,0.000,XOM,1.01,87,87.87
SELL,0,0,233,0,0,0.000,XOM,1.03,89,91.67
SELL,0,0,236,0,0,0.000,XOM,1.04,44,45.76
SELL,0,0,237,0,0,0.000,XOM,1.05,43,45.15
SELL,0,0,239,0,0,0.000,XOM,1.07,86,92.02
SELL,0,0,241,0,0,0.000,XOM,1.09,84,91.56
SELL,0,0,243,0,0,0.000,XOM,1.10,41,45.10
SELL,0,0,244,0,0,0.000,XOM,1.11,41,45.51
BUY,0,0,246,0,0,0.000,XOM,1.10,40,44.00
SELL,0,0,248,0,0,0.000,XOM,1.11,41,45.51
BUY,0,0,249,0,0,0.000,XOM,1.09,81,88.29
BUY,0,0,250,0,0,0.000,XOM,1.07,83,88.81
BUY,0,0,253,0,0,0.000,XOM,1.06,42,44.52
BUY,0,0,254,0,0,0.000,XOM,1.05,42,44.10
BUY,0,0,255,0,0,0.000,XOM,1.04,43,44.72
SELL,0,0,259,0,0,0.000,XOM,1.05,43,45.15
BUY,0,0,260,0,0,0.000,XOM,1.04,43,44.72
SELL,0,0,264,0,0,0.000,XOM,1.05,44,46.20
SELL,0,0,266,0,0,0.000,XOM,1.06,43,45.58
BUY,0,0,267,0,0,0.000,XOM,1.04,86,89.44
BUY,0,0,268,0,0,0.000,XOM,1.03,44,45.32
BUY,0,0,271,0,0,0.000,XOM,1.02,44,44.88
BUY,0,0,272,0,0,0.000,XOM,1.01,45,45.45
SELL,0,0,274,0,0,0.000,XOM,1.02,45,45.90
BUY,0,0,276,0,0,0.000,XOM,1.01,45,45.45
BUY,0,0,279,0,0,0.000,XOM,0.99,92,91.08
SELL,0,0,280,0,0,0.000,XOM,1.01,94,94.94
SELL,0,0,285,0,0,0.000,XOM,1.03,92,94.76
BUY,0,0,287,0,0,0.000,XOM,1.02,45,45.90
SELL,0,0,288,0,0,0.000,XOM,1.03,45,46.35
SELL,0,0,289,0,0,0.000,XOM,1.04,45,46.80
BUY,0,0,290,0,0,0.000,XOM,1.03,45,46.35
BUY,0,0,292,0,0,0.000,XOM,1.01,90,90.90
SELL,0,0,293,0,0,0.000,XOM,1.02,46,46.92
SELL,0,0,294,0,0,0.000,XOM,1.03,45,46.35
BUY,0,0,297,0,0,0.000,XOM,1.01,90,90.90
SELL,0,0,300,0,0,0.000,XOM,1.02,46,46.92
BUY,0,0,301,0,0,0.000,XOM,1.00,91,91.00
SELL,0,0,303,0,0,0.000,XOM,1.02,93,94.86
BUY,0,0,304,0,0,0.000,XOM,1.01,45,45.45
SELL,0,0,305,0,0,0.000,XOM,1.02,46,46.92
BUY,0,0,307,0,0,0.000,XOM,1.01,45,45.45
BUY,0,0,308,0,0,0.000,XOM,0.99,92,91.08
SELL,0,0,310,0,0,0.000,XOM,1.00,47,47.00
SELL,0,0,312,0,0,0.000,XOM,1.02,93,94.86
SELL,0,0,313,0,0,0.000,XOM,1.03,45,46.35
SELL,0,0,314,0,0,0.000,XOM,1.04,45,46.80
BUY,0,0,315,0,0,0.000,XOM,1.03,44,45.32
SELL,0,0,316,0,0,0.000,XOM,1.04,45,46.80
BUY,0,0,317,0,0,0.000,XOM,1.03,44,45.32
BUY,0,0,320,0,0,0.000,XOM,1.02,45,45.90
SELL,0,0,321,0,0,0.000,XOM,1.03,45,46.35
BUY,0,0,322,0,0,0.000,XOM,1.02,45,45.90
SELL,0,0,324,0,0,0.000,XOM,1.03,45,46.35
BUY,0,0,325,0,0,0.000,XOM,1.00,135,135.00
SELL,0,0,327,0,0,0.000,XOM,1.01,46,46.46
BUY,0,0,328,0,0,0.000,XOM,1.00,46,46.00
SELL,0,0,329,0,0,0.000,XOM,1.01,46,46.46
SELL,0,0,330,0,0,0.000,XOM,1.02,46,46.92
BUY,0,0,331,0,0,0.000,XOM,1.01,45,45.45
BUY,0,0,337,0,0,0.000,XOM,1.00,46,46.00
BUY,0,0,341,0,0,0.000,XOM,0.99,46,45.54
SELL,0,0,343,0,0,0.000,XOM,1.00,47,47.00
SELL,0,0,344,0,0,0.000,XOM,1.02,93,94.86
BUY,0,0,345,0,0,0.000,XOM,1.01,46,46.46
BUY,0,0,349,0,0,0.000,XOM,1.00,46,46.00
SELL,0,0,350,0,0,0.000,XOM,1.01,47,47.47
SELL,0,0,351,0,0,0.000,XOM,1.02,46,46.92
SELL,0,0,353,0,0,0.000,XOM,1.05,139,145.95
SELL,0,0,354,0,0,0.000,XOM,1.06,44,46.64
SELL,0,0,356,0,0,0.000,XOM,1.08,89,96.12
BUY,0,0,357,0,0,0.000,XOM,1.07,43,46.01
BUY,0,0,358,0,0,0.000,XOM,1.06,44,46.64
BUY,0,0,360,0,0,0.000,XOM,1.05,44,46.20
BUY,0,0,361,0,0,0.000,XOM,1.03,89,91.67
BUY,0,0,367,0,0,0.000,XOM,1.02,45,45.90
SELL,0,0,368,0,0,0.000,XOM,1.03,46,47.38
BUY,0,0,369,0,0,0.000,XOM,1.02,45,45.90
SELL,0,0,372,0,0,0.000,XOM,1.03,46,47.38
BUY,0,0,373,0,0,0.000,XOM,1.02,45,45.90
SELL,0,0,378,0,0,0.000,XOM,1.03,46,47.38
BUY,0,0,379,0,0,0.000,XOM,1.01,91,91.91
BUY,0,0,380,0,0,0.000,XOM,1.00,46,46.00
BUY,0,0,381,0,0,0.000,XOM,0.99,47,46.53
SELL,0,0,386,0,0,0.000,XOM,1.00,47,47.00
SELL,0,0,389,0,0,0.000,XOM,1.01,47,47.47
SELL,0,0,390,0,0,0.000,XOM,1.02,46,46.92
BUY,0,0,391,0,0,0.000,XOM,1.01,46,46.46
BUY,0,0,392,0,0,0.000,XOM,0.99,93,92.07
BUY,0,0,394,0,0,0.000,XOM,0.98,47,46.06
BUY,0,0,396,0,0,0.000,XOM,0.97,48,46.56
SELL,0,0,397,0,0,0.000,XOM,0.98,48,47.04
BUY,0,0,398,0,0,0.000,XOM,0.97,48,46.56
SELL,0,0,402,0,0,0.000,XOM,0.98,48,47.04
BUY,0,0,403,0,0,0.000,XOM,0.97,48,46.56
SELL,0,0,406,0,0,0.000,XOM,0.98,48,47.04
BUY,0,0,407,0,0,0.000,XOM,0.97,48,46.56
SELL,0,0,408,0,0,0.000,XOM,0.98,48,47.04
BUY,0,0,409,0,0,0.000,XOM,0.97,48,46.56
BUY,0,0,410,0,0,0.000,XOM,0.96,48,46.08
BUY,0,0,412,0,0,0.000,XOM,0.95,49,46.55
SELL,0,0,413,0,0,0.000,XOM,0.97,99,96.03
BUY,0,0,415,0,0,0.000,XOM,0.95,98,93.10
SELL,0,0,416,0,0,0.000,XOM,0.96,50,48.00
BUY,0,0,419,0,0,0.000,XOM,0.95,49,46.55
BUY,0,0,421,0,0,0.000,XOM,0.94,50,47.00
SELL,0,0,422,0,0,0.000,XOM,0.95,50,47.50
SELL,0,0,424,0,0,0.000,XOM,1.00,251,251.00
SELL,0,0,425,0,0,0.000,XOM,1.01,47,47.47
SELL,0,0,426,0,0,0.000,XOM,1.02,47,47.94
SELL,0,0,427,0,0,0.000,XOM,1.03,46,47.38
SELL,0,0,428,0,0,0.000,XOM,1.06,139,147.34
BUY,0,0,429,0,0,0.000,XOM,1.04,90,93.60
SELL,0,0,430,0,0,0.000,XOM,1.09,229,249.61
BUY,0,0,432,0,0,0.000,XOM,1.06,130,137.80
SELL,0,0,434,0,0,0.000,XOM,1.07,44,47.08
BUY,0,0,435,0,0,0.000,XOM,1.04,132,137.28
SELL,0,0,436,0,0,0.000,XOM,1.06,91,96.46
SELL,0,0,437,0,0,0.000,XOM,1.08,89,96.12
SELL,0,0,439,0,0,0.000,XOM,1.10,87,95.70
SELL,0,0,440,0,0,0.000,XOM,1.11,42,46.62
BUY,0,0,442,0,0,0.000,XOM,1.10,42,46.20
BUY,0,0,443,0,0,0.000,XOM,1.08,85,91.80
BUY,0,0,445,0,0,0.000,XOM,1.07,43,46.01
BUY,0,0,446,0,0,0.000,XOM,1.06,43,45.58
BUY,0,0,449,0,0,0.000,XOM,1.04,88,91.52
SELL,0,0,450,0,0,0.000,XOM,1.05,45,47.25
BUY,0,0,452,0,0,0.000,XOM,1.04,44,45.76
SELL,0,0,453,0,0,0.000,XOM,1.05,45,47.25
BUY,0,0,458,0,0,0.000,XOM,1.04,44,45.76
SELL,0,0,459,0,0,0.000,XOM,1.06,90,95.40
SELL,0,0,460,0,0,0.000,XOM,1.09,132,143.88
SELL,0,0,461,0,0,0.000,XOM,1.10,42,46.20
SELL,0,0,462,0,0,0.000,XOM,1.15,211,242.65
SELL,0,0,464,0,0,0.000,XOM,1.19,160,190.40
BUY,0,0,465,0,0,0.000,XOM,1.18,38,44.84
BUY,0,0,466,0,0,0.000,XOM,1.15,116,133.40
SELL,0,0,467,0,0,0.000,XOM,1.18,119,140.42
BUY,0,0,468,0,0,0.000,XOM,1.17,38,44.46
SELL,0,0,469,0,0,0.000,XOM,1.19,78,92.82
BUY,0,0,470,0,0,0.000,XOM,1.18,38,44.84
BUY,0,0,472,0,0,0.000,XOM,1.12,231,258.72
SELL,0,0,473,0,0,0.000,XOM,1.13,40,45.20
BUY,0,0,475,0,0,0.000,XOM,1.11,80,88.80
SELL,0,0,477,0,0,0.000,XOM,1.13,81,91.53
SELL,0,0,478,0,0,0.000,XOM,1.14,40,45.60
SELL,0,0,479,0,0,0.000,XOM,1.17,119,139.23
SELL,0,0,480,0,0,0.000,XOM,1.18,38,44.84
BUY,0,0,481,0,0,0.000,XOM,1.17,38,44.46
BUY,0,0,482,0,0,0.000,XOM,1.16,38,44.08
BUY,0,0,485,0,0,0.000,XOM,1.15,38,43.70
BUY,0,0,486,0,0,0.000,XOM,1.13,77,87.01
BUY,0,0,487,0,0,0.000,XOM,1.10,118,129.80
BUY,0,0,488,0,0,0.000,XOM,1.09,40,43.60
SELL,0,0,489,0,0,0.000,XOM,1.11,81,89.91
SELL,0,0,490,0,0,0.000,XOM,1.12,40,44.80
BUY,0,0,491,0,0,0.000,XOM,1.11,39,43.29
BUY,0,0,493,0,0,0.000,XOM,1.09,80,87.20
BUY,0,0,496,0,0,0.000,XOM,1.07,81,86.67
SELL,0,0,497,0,0,0.000,XOM,1.08,41,44.28
BUY,0,0,498,0,0,0.000,XOM,1.07,40,42.80
